Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors,glassdoor est,min_salary,max_salary,avg_salary,Age,Job,Seniority,Python,R,SQL,AWS,Excel,GCP,Azure,Spark,PyTorch,TensorFlow,Tableau,Keras
4.0,Alliance Source Testing, AL, AL,51 to 200 employees,2000,Unknown,Architectural & Engineering Services,Business Services,$25 to $50 million (USD),1,1,29,50,39,20,data science related jobs,Not Specified,0,0,0,0,0,0,0,0,0,0,0,0
3.6,Accuride International, Los Angeles, CA,1001 to 5000 employees,1966,Company - Private,Industrial Manufacturing,Manufacturing,$100 to $500 million (USD),1,1,82,133,107,54,data scientist,Not Specified,0,0,0,0,1,0,0,0,0,0,1,0
3.8,Full Potential Solutions, MO, MO,501 to 1000 employees,2017,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,1,1,26,55,40,3,manager,Not Specified,1,0,1,1,1,1,1,0,0,0,1,0
3.7,Visa Inc., VA, CA,10000+ employees,1958,Company - Public,IT Services,Information Technology,$10+ billion (USD),3,1,61,118,89,62,data scientist,senior,1,0,1,0,0,0,0,1,0,0,1,0
4.4,Maven Wave Partners, IL, IL,201 to 500 employees,2008,Company - Private,Consulting,Business Services,$50 to $100 million (USD),1,1,60,102,81,12,data scientist,Not Specified,1,0,1,1,1,1,1,0,0,1,1,0
4.0,Novetta, VA, VA,501 to 1000 employees,2012,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),3,1,112,182,147,8,data scientist,senior,1,0,0,1,0,0,0,0,0,1,0,1
3.2,"First Command Financial Services, Inc.", TX, TX,1001 to 5000 employees,1958,Company - Private,Brokerage Services,Finance,$100 to $500 million (USD),3,1,64,106,85,62,data scientist,Not Specified,1,0,1,0,1,0,0,0,0,0,1,0
2.9,Pharmavite, CA, CA,1001 to 5000 employees,1971,Company - Private,Consumer Products Manufacturing,Manufacturing,$1 to $2 billion (USD),2,1,51,112,81,49,data science related jobs,Not Specified,0,0,0,0,1,0,0,0,0,1,0,0
3.8,BioMarin Pharmaceutical, CA, CA,1001 to 5000 employees,1997,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$500 million to $1 billion (USD),3,1,113,223,168,23,data science related jobs,Not Specified,0,0,0,0,1,0,0,0,0,0,0,0
4.3,Stratagem Group, CO, CO,1 to 50 employees,2007,Company - Private,Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable,1,1,72,129,100,13,mle,Not Specified,1,0,1,1,1,0,0,1,0,1,0,0
3.4,PA Consulting, NY, United Kingdom,1001 to 5000 employees,1943,Company - Private,Consulting,Business Services,$100 to $500 million (USD),3,1,71,123,97,77,data scientist,Not Specified,1,0,1,0,1,0,0,1,0,0,1,0
4.1,ManTech, VA, VA,5001 to 10000 employees,1968,Company - Public,Research & Development,Business Services,$1 to $2 billion (USD),1,1,64,106,85,52,data scientist,Not Specified,0,0,1,0,0,0,0,0,0,0,0,0
4.3,h2o.ai, CA, CA,201 to 500 employees,2011,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,1,1,118,189,153,9,data scientist,Not Specified,1,0,0,1,1,1,1,1,0,1,0,0
4.3,Productive Edge, IL, IL,51 to 200 employees,2008,Company - Private,Computer Hardware & Software,Information Technology,$10 to $25 million (USD),3,1,80,120,100,12,data engineer,Not Specified,0,0,1,0,1,1,1,1,0,1,0,0
3.7,Evolve Vacation Rental, CO, CO,201 to 500 employees,2011,Company - Private,Travel Agencies,Travel & Tourism,Unknown / Non-Applicable,1,1,80,130,105,9,data scientist,senior,1,0,1,0,0,0,0,0,0,0,0,0
4.2,The Church of Jesus Christ of Latter-day Saints, UT, UT,10000+ employees,1992,Nonprofit Organization,Religious Organizations,Non-Profit,Unknown / Non-Applicable,1,1,59,115,87,28,data engineer,Not Specified,0,0,0,1,1,0,1,0,0,1,0,0
4.3,Maximus Real Estate Partners, CA, CA,51 to 200 employees,2013,Company - Private,Real Estate,Real Estate,Unknown / Non-Applicable,3,1,71,136,103,7,analyst,Not Specified,0,0,1,0,1,0,0,0,0,1,0,0
2.6,Software Engineering Institute, PA, PA,501 to 1000 employees,1984,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,1,1,81,167,124,36,data science related jobs,senior,1,0,0,0,1,0,0,0,0,0,0,0
3.8,PNNL, WA, WA,1001 to 5000 employees,1965,Government,Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD),3,1,49,85,67,55,data scientist,Not Specified,1,0,0,0,0,0,0,0,0,0,0,0
3.9,AVANADE, DC, WA,10000+ employees,2000,Company - Private,IT Services,Information Technology,$2 to $5 billion (USD),3,1,60,114,87,20,data engineer,Not Specified,0,0,0,0,0,0,1,0,0,1,0,0
4.3,h2o.ai, IL, CA,201 to 500 employees,2011,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,1,1,71,204,137,9,data scientist,Not Specified,1,0,0,1,1,1,1,1,0,1,0,1
3.8,PatientPoint, OH, OH,201 to 500 employees,1987,Company - Private,Advertising & Marketing,Business Services,$100 to $500 million (USD),3,1,75,125,100,33,data scientist,senior,1,0,1,0,1,0,0,0,0,1,0,0
3.8,BlueCross BlueShield of Tennessee, TN, TN,5001 to 10000 employees,1945,Nonprofit Organization,Insurance Carriers,Insurance,$5 to $10 billion (USD),1,1,77,136,106,75,data engineer,Not Specified,0,0,1,0,1,1,0,0,0,0,1,0
3.8,PNNL, WA, WA,1001 to 5000 employees,1965,Government,Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD),3,1,74,123,98,55,data scientist,senior,0,0,0,0,0,0,0,0,0,1,0,0
4.8,KnowBe4, FL, FL,501 to 1000 employees,2010,Company - Private,Security Services,Business Services,$100 to $500 million (USD),1,1,44,78,61,10,analyst,senior,1,0,1,0,1,0,0,0,0,1,0,0
4.4,KSM Consulting, IN, IN,51 to 200 employees,2008,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,1,1,65,148,106,12,data science related jobs,senior,1,0,1,1,0,1,1,1,0,1,0,0
3.9,Cogo Labs, MA, MA,51 to 200 employees,2005,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,1,1,59,110,84,15,data engineer,Not Specified,1,0,1,0,0,0,0,1,0,0,0,0
3.4,Church & Dwight, NJ, NJ,1001 to 5000 employees,1846,Company - Public,Consumer Products Manufacturing,Manufacturing,$2 to $5 billion (USD),1,1,85,134,109,174,manager,Not Specified,1,0,0,0,1,0,0,0,0,1,1,0
3.6,MassMutual, MA, MA,5001 to 10000 employees,1851,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),1,1,124,204,164,169,data scientist,senior,1,0,1,1,0,0,0,1,0,0,0,0
3.9,Genentech, CA, CA,10000+ employees,1976,Subsidiary or Business Segment,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),1,1,131,207,169,44,data scientist,senior,1,0,1,0,1,0,0,1,0,1,0,0
3.8,Juniper Networks, CA, CA,5001 to 10000 employees,1996,Company - Public,Telecommunications Services,Telecommunications,$2 to $5 billion (USD),1,1,110,174,142,24,data scientist,senior,1,0,0,1,1,0,0,1,0,1,0,0
3.7,Takeda Pharmaceuticals, MA, Japan,10000+ employees,1781,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),3,1,52,101,76,239,data science related jobs,Not Specified,0,0,0,0,1,0,0,0,0,0,0,0
3.8,Legal & General America, MD, MD,501 to 1000 employees,1981,Company - Private,Insurance Carriers,Insurance,$500 million to $1 billion (USD),1,1,81,133,107,39,data scientist,Not Specified,1,0,1,0,1,0,0,0,0,1,1,0
3.5,Western Digital, CA, CA,10000+ employees,1970,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),2,1,132,211,171,50,data scientist,Not Specified,1,0,1,1,0,0,1,0,0,1,0,0
3.9,Health IQ, TX, CA,201 to 500 employees,2013,Company - Private,Insurance Agencies & Brokerages,Insurance,Unknown / Non-Applicable,1,1,73,119,96,7,data scientist,senior,0,0,0,0,1,0,0,0,0,1,0,0
4.2,Nuna, CA, CA,51 to 200 employees,2010,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,1,1,110,175,142,10,data scientist,Not Specified,0,0,1,0,0,0,0,0,0,0,0,0
4.2,The Church of Jesus Christ of Latter-day Saints, UT, UT,10000+ employees,1992,Nonprofit Organization,Religious Organizations,Non-Profit,Unknown / Non-Applicable,1,1,74,140,107,28,data engineer,Not Specified,0,0,0,0,1,0,0,0,0,0,0,0
3.5,Sunovion, MA, MA,1001 to 5000 employees,2010,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $2 billion (USD),3,1,100,190,145,10,data science related jobs,senior,1,0,0,0,1,0,0,0,0,0,0,0
2.9,National Student Clearinghouse, VA, VA,201 to 500 employees,1993,Nonprofit Organization,Colleges & Universities,Education,$25 to $50 million (USD),3,1,43,80,61,27,analyst,senior,1,0,1,0,1,0,0,0,0,0,1,0
3.6,Tower Health, PA, PA,5001 to 10000 employees,2017,Nonprofit Organization,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,1,1,39,56,47,3,data science related jobs,Not Specified,0,0,0,0,0,0,0,0,0,0,0,0
2.7,State of Wisconsin Investment Board, WI, WI,51 to 200 employees,1951,Government,Investment Banking & Asset Management,Finance,$50 to $100 million (USD),1,1,91,149,120,69,data scientist,Not Specified,1,0,1,0,0,0,0,0,0,1,1,0
4.4,Rubius Therapeutics, MA, MA,201 to 500 employees,2013,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),1,1,42,82,62,7,data science related jobs,Not Specified,0,0,0,0,0,0,0,0,0,1,0,0
4.0,Autodesk, CA, CA,5001 to 10000 employees,1982,Company - Public,Computer Hardware & Software,Information Technology,$2 to $5 billion (USD),1,1,116,185,150,38,data scientist,senior,1,0,1,0,0,0,0,1,0,1,0,0
4.3,OneMagnify, MI, MI,201 to 500 employees,1967,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,1,1,59,116,87,53,manager,Not Specified,0,0,1,0,1,0,0,0,0,0,1,0
4.2,IZEA, FL, FL,51 to 200 employees,2006,Company - Public,Advertising & Marketing,Business Services,$25 to $50 million (USD),2,1,48,95,71,14,data engineer,Not Specified,1,0,1,1,1,0,0,1,0,1,0,0
3.6,Vionic Group, CA, CA,51 to 200 employees,2006,Subsidiary or Business Segment,"Department, Clothing, & Shoe Stores",Retail,$100 to $500 million (USD),1,1,31,72,51,14,analyst,Not Specified,0,0,0,0,1,0,0,0,0,1,0,0
3.7,Takeda Pharmaceuticals, CA, Japan,10000+ employees,1781,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),3,1,105,198,151,239,data science related jobs,senior,0,0,0,0,1,0,0,0,0,1,0,0
2.8,Dodge Data & Analytics, NJ, NJ,201 to 500 employees,2014,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,1,1,55,100,77,6,analyst,senior,1,0,1,0,1,0,0,0,0,1,1,0
3.7,Takeda Pharmaceuticals, MA, Japan,10000+ employees,1781,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),3,1,98,182,140,239,data science related jobs,senior,0,0,0,0,1,0,0,0,0,0,0,0
3.3,Plymouth Rock Assurance, NJ, MA,1001 to 5000 employees,1982,Company - Private,Insurance Carriers,Insurance,$10 to $25 million (USD),2,1,73,124,98,38,data scientist,senior,0,0,1,0,1,0,0,0,0,0,0,0
3.6,Beebe Healthcare, DE, DE,1001 to 5000 employees,1935,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD),1,1,49,79,64,85,data science related jobs,Not Specified,0,0,0,0,0,0,0,0,0,0,0,0
3.7,Takeda Pharmaceuticals, MA, Japan,10000+ employees,1781,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),3,1,117,206,161,239,data science related jobs,senior,0,0,0,0,0,0,0,0,0,0,0,0
3.4,Argo Group US, NY, Bermuda,1001 to 5000 employees,1948,Company - Public,Insurance Carriers,Insurance,$1 to $2 billion (USD),1,1,111,183,147,72,data scientist,senior,1,0,1,1,0,0,0,1,1,1,0,1
4.1,Associated Electric Cooperative, MO, MO,501 to 1000 employees,1961,Company - Private,Energy,"Oil, Gas, Energy & Utilities",$1 to $2 billion (USD),1,1,44,78,61,59,analyst,Not Specified,0,0,1,0,1,0,0,0,0,1,0,0
2.6,Software Engineering Institute, PA, PA,501 to 1000 employees,1984,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,1,1,81,159,120,36,mle,Not Specified,1,0,0,0,0,0,0,0,0,1,0,0
3.2,PennyMac, AZ, CA,1001 to 5000 employees,2008,Company - Public,Lending,Finance,$500 million to $1 billion (USD),3,1,83,166,124,12,data science related jobs,Not Specified,1,0,1,0,1,0,0,0,0,1,0,1
3.9,Zest AI, CA, CA,51 to 200 employees,2009,Company - Private,Financial Analytics & Research,Finance,$50 to $100 million (USD),1,1,114,182,148,11,data scientist,senior,1,0,0,0,0,0,0,0,0,1,0,0
4.7,DECISIVE ANALYTICS Corporation, AL, VA,51 to 200 employees,1996,Company - Private,Aerospace & Defense,Aerospace & Defense,$25 to $50 million (USD),2,1,42,76,59,24,analyst,Not Specified,1,0,0,0,1,0,0,0,0,0,0,0
3.7,The Hanover Insurance Group, MA, MA,5001 to 10000 employees,1852,Company - Public,Insurance Carriers,Insurance,$5 to $10 billion (USD),1,1,114,179,146,168,data scientist,senior,1,0,1,0,1,0,0,0,0,0,0,0
2.9,Karyopharm Therapeutics Inc., MA, MA,201 to 500 employees,1992,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,1,1,60,123,91,28,data science related jobs,Not Specified,0,0,0,0,1,0,0,0,0,0,0,0
3.0,Tempus Labs, IL, IL,501 to 1000 employees,2015,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,1,1,100,166,133,5,mle,senior,1,0,1,1,0,0,0,0,1,1,0,0
4.7,Recursion Pharmaceuticals, UT, UT,51 to 200 employees,2013,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $5 million (USD),1,1,108,173,140,7,data scientist,senior,1,0,0,1,0,0,0,0,1,1,0,1
3.7,P2 Energy Solutions, LA, CO,501 to 1000 employees,1992,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,1,1,48,93,70,28,data engineer,Not Specified,0,0,1,0,1,0,0,0,0,1,0,0
3.3,Rochester Regional Health, NY, NY,10000+ employees,2014,Hospital,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),1,1,54,115,84,6,data science related jobs,senior,0,0,0,0,0,1,0,0,0,0,0,0
4.0,ClearEdge, MD, MD,51 to 200 employees,2002,Company - Private,Computer Hardware & Software,Information Technology,$5 to $10 million (USD),1,1,60,127,93,18,data science related jobs,Not Specified,0,0,0,0,1,0,0,0,0,1,0,0
4.4,Rubius Therapeutics, MA, MA,201 to 500 employees,2013,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),1,1,90,179,134,7,data science related jobs,senior,0,0,0,0,0,0,0,0,0,0,0,0
3.9,Tapjoy, CA, CA,201 to 500 employees,2007,Company - Private,Internet,Information Technology,$10 to $25 million (USD),2,1,138,224,181,13,mle,Not Specified,1,0,1,0,0,0,0,1,0,1,0,0
3.3,Rochester Regional Health, NY, NY,10000+ employees,2014,Hospital,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),1,1,54,115,84,6,data science related jobs,senior,0,0,0,0,0,1,0,0,0,0,0,0
3.6,San Manuel Casino, CA, CA,1001 to 5000 employees,1986,Company - Private,Gambling,"Arts, Entertainment & Recreation",$100 to $500 million (USD),1,1,35,62,48,34,analyst,Not Specified,0,0,1,0,1,0,0,0,0,1,1,0
4.0,Texas Health Huguley Hospital, TX, TX,1001 to 5000 employees,1977,Hospital,Health Care Services & Hospitals,Health Care,$50 to $100 million (USD),1,1,42,58,50,43,data science related jobs,Not Specified,0,0,0,1,0,0,0,0,0,0,0,0
2.4,Teasdale Latin Foods, IL, TX,501 to 1000 employees,1992,Company - Private,Food & Beverage Manufacturing,Manufacturing,$100 to $500 million (USD),1,1,39,66,52,28,data science related jobs,Not Specified,0,0,0,0,0,0,0,0,0,0,0,0
2.6,Software Engineering Institute, PA, PA,501 to 1000 employees,1984,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,1,1,81,167,124,36,mle,senior,0,0,0,0,0,0,0,0,0,0,0,0
3.5,Central California Alliance for Health, CA, CA,501 to 1000 employees,1996,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),1,1,42,86,64,24,manager,Not Specified,0,0,1,0,0,0,0,0,0,1,1,0
3.0,Pilot Flying J Travel Centers LLC, TN, TN,10000+ employees,1958,Company - Private,Gas Stations,Retail,$10+ billion (USD),3,1,69,127,98,62,data engineer,senior,1,0,1,0,0,0,0,0,0,0,0,0
3.6,Beebe Healthcare, DE, DE,1001 to 5000 employees,1935,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD),1,1,49,79,64,85,data science related jobs,Not Specified,0,0,0,0,0,0,0,0,0,0,0,0
3.3,Palermo's Pizza, WI, WI,501 to 1000 employees,1964,Company - Private,Food & Beverage Manufacturing,Manufacturing,Unknown / Non-Applicable,1,1,40,68,54,56,data science related jobs,Not Specified,0,0,0,0,0,0,0,0,0,0,0,0
2.7,Advanced BioScience Laboratories, MD, MD,201 to 500 employees,1961,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$25 to $50 million (USD),1,1,49,113,81,59,data science related jobs,Not Specified,0,0,0,0,1,0,0,0,0,1,0,0
3.4,Echo Global Logistics, IL, IL,1001 to 5000 employees,2005,Company - Public,Transportation Management,Transportation & Logistics,$2 to $5 billion (USD),3,1,75,140,107,15,data engineer,senior,0,0,1,0,0,0,0,0,0,1,0,0
3.8,Truckstop.com, IL, ID,501 to 1000 employees,1995,Company - Private,Logistics & Supply Chain,Transportation & Logistics,Unknown / Non-Applicable,1,1,86,139,112,25,data scientist,Not Specified,1,0,1,1,1,0,0,0,0,0,0,0
3.7,Lockheed Martin, VA, MD,10000+ employees,1995,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),3,1,66,112,89,25,data scientist,Not Specified,1,0,1,0,1,0,0,1,0,0,1,0
4.8,Acuity Insurance, WI, WI,1001 to 5000 employees,1925,Company - Private,Insurance Carriers,Insurance,$1 to $2 billion (USD),1,1,76,125,100,95,data scientist,senior,0,0,0,0,0,0,0,0,0,0,0,0
3.8,Fareportal, NY, NY,1001 to 5000 employees,2002,Company - Private,Travel Agencies,Travel & Tourism,$2 to $5 billion (USD),3,1,44,86,65,18,analyst,Not Specified,0,0,1,0,1,0,0,0,0,1,1,0
3.4,"Veterans Affairs, Veterans Health Administration", LA, DC,10000+ employees,1930,Government,Federal Agencies,Government,Unknown / Non-Applicable,1,1,35,58,46,90,data science related jobs,Not Specified,0,0,0,0,0,0,0,0,0,0,0,0
4.3,Credera, TX, TX,201 to 500 employees,1999,Subsidiary or Business Segment,Consulting,Business Services,Unknown / Non-Applicable,1,1,53,92,72,21,data scientist,Not Specified,1,0,1,1,1,1,1,1,0,1,1,0
4.8,KnowBe4, FL, FL,501 to 1000 employees,2010,Company - Private,Security Services,Business Services,$100 to $500 million (USD),1,1,44,78,61,10,analyst,senior,1,0,1,0,1,0,0,0,0,1,0,0
3.4,Church & Dwight, NJ, NJ,1001 to 5000 employees,1846,Company - Public,Consumer Products Manufacturing,Manufacturing,$2 to $5 billion (USD),1,1,85,134,109,174,manager,Not Specified,1,0,0,0,1,0,0,0,0,1,1,0
3.9,Cogo Labs, MA, MA,51 to 200 employees,2005,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,1,1,59,110,84,15,data engineer,Not Specified,1,0,1,0,0,0,0,1,0,0,0,0
3.4,Spectrum Communications and Consulting, IL, IL,51 to 200 employees,1992,Company - Private,Advertising & Marketing,Business Services,$10 to $25 million (USD),1,1,64,111,87,28,data scientist,Not Specified,0,0,1,0,0,0,0,0,0,0,0,0
3.1,NCSOFT, CA, South Korea,1001 to 5000 employees,1997,Company - Public,Video Games,Media,$10+ billion (USD),3,1,65,120,92,23,analyst,Not Specified,1,1,1,0,1,0,0,0,0,0,1,0
3.2,MITRE, VA, MA,5001 to 10000 employees,1958,Nonprofit Organization,Federal Agencies,Government,$1 to $2 billion (USD),3,1,60,103,81,62,data scientist,Not Specified,1,0,0,0,0,0,0,1,0,0,0,0
4.3,"Dayton Freight Lines, Inc.", OH, OH,1001 to 5000 employees,1981,Company - Private,Trucking,Transportation & Logistics,Unknown / Non-Applicable,2,1,53,105,79,39,analyst,Not Specified,0,0,1,0,0,0,0,0,0,1,0,0
3.6,MassMutual, MA, MA,5001 to 10000 employees,1851,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),1,1,124,204,164,169,data scientist,senior,1,0,1,1,0,0,0,1,0,0,0,0
3.9,Genentech, CA, CA,10000+ employees,1976,Subsidiary or Business Segment,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),1,1,131,207,169,44,data scientist,senior,1,0,1,0,1,0,0,1,0,1,0,0
3.8,Juniper Networks, CA, CA,5001 to 10000 employees,1996,Company - Public,Telecommunications Services,Telecommunications,$2 to $5 billion (USD),1,1,110,174,142,24,data scientist,senior,1,0,0,1,1,0,0,1,0,1,0,0
2.8,Community Action Partnership of San Luis Obispo, CA, CA,501 to 1000 employees,1992,Nonprofit Organization,Social Assistance,Non-Profit,$50 to $100 million (USD),1,1,33,62,47,28,analyst,Not Specified,0,0,0,0,1,0,0,0,0,0,0,0
3.7,Takeda Pharmaceuticals, MA, Japan,10000+ employees,1781,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),3,1,52,101,76,239,data science related jobs,Not Specified,0,0,0,0,1,0,0,0,0,0,0,0
3.4,TrueAccord, CA, CA,51 to 200 employees,2013,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,1,1,48,90,69,7,analyst,Not Specified,1,0,1,0,1,0,0,0,0,1,1,0
4.0,DRB Systems, ID, OH,201 to 500 employees,1984,Company - Private,Computer Hardware & Software,Information Technology,$50 to $100 million (USD),1,1,34,64,49,36,analyst,Not Specified,1,1,1,0,1,0,0,0,0,0,1,0
3.5,Western Digital, CA, CA,10000+ employees,1970,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),2,1,132,211,171,50,data scientist,Not Specified,1,0,1,1,0,0,1,0,0,1,0,0
3.8,Legal & General America, MD, MD,501 to 1000 employees,1981,Company - Private,Insurance Carriers,Insurance,$500 million to $1 billion (USD),1,1,81,133,107,39,data scientist,Not Specified,1,0,1,0,1,0,0,0,0,1,1,0
3.7,Corcentric, NJ, NJ,201 to 500 employees,1996,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,1,1,42,76,59,24,analyst,Not Specified,0,0,0,0,1,0,0,0,0,0,0,0
3.5,U.Group, IN, VA,201 to 500 employees,2019,Company - Private,IT Services,Information Technology,$25 to $50 million (USD),1,1,66,111,88,1,data scientist,Not Specified,0,0,0,1,0,0,0,0,0,1,0,0
4.2,The Church of Jesus Christ of Latter-day Saints, UT, UT,10000+ employees,1992,Nonprofit Organization,Religious Organizations,Non-Profit,Unknown / Non-Applicable,1,1,74,140,107,28,data engineer,Not Specified,0,0,0,0,1,0,0,0,0,0,0,0
4.0,Pfizer, MA, NY,10000+ employees,1849,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),1,1,63,110,86,171,data scientist,Not Specified,1,0,0,1,1,0,0,0,0,0,0,0
4.3,SMC 3, KY, GA,51 to 200 employees,1935,Nonprofit Organization,Logistics & Supply Chain,Transportation & Logistics,$10 to $25 million (USD),1,1,63,105,84,85,data scientist,Not Specified,1,0,1,0,1,0,0,0,0,0,1,0
4.7,Systems Evolution Inc., NY, OH,201 to 500 employees,1992,Company - Private,Consulting,Business Services,$50 to $100 million (USD),1,1,91,138,114,28,data science related jobs,Not Specified,1,0,1,0,1,0,0,0,0,1,1,0
3.5,Sunovion, MA, MA,1001 to 5000 employees,2010,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$1 to $2 billion (USD),3,1,100,190,145,10,data science related jobs,senior,1,0,0,0,1,0,0,0,0,0,0,0
4.4,Eventbrite, TN, CA,1001 to 5000 employees,2006,Company - Public,Internet,Information Technology,$100 to $500 million (USD),3,1,62,114,88,14,data engineer,Not Specified,1,0,1,1,1,0,0,1,0,1,0,0
4.1,Centro, IL, IL,501 to 1000 employees,2001,Company - Private,Internet,Information Technology,$100 to $500 million (USD),3,1,71,129,100,19,data engineer,Not Specified,1,0,1,1,0,0,0,1,0,1,0,0
2.9,National Student Clearinghouse, VA, VA,201 to 500 employees,1993,Nonprofit Organization,Colleges & Universities,Education,$25 to $50 million (USD),3,1,43,80,61,27,analyst,senior,1,0,1,0,1,0,0,0,0,0,1,0
2.5,comScore, OR, VA,1001 to 5000 employees,1999,Company - Public,Advertising & Marketing,Business Services,$1 to $2 billion (USD),3,1,74,119,96,21,data scientist,Not Specified,1,0,1,0,0,0,0,1,0,1,0,0
4.2,SullivanCotter, MN, IL,201 to 500 employees,1992,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,3,1,55,97,76,28,analyst,Not Specified,1,0,1,0,1,0,0,0,0,0,0,0
4.3,Bakery Agency, TX, TX,1 to 50 employees,2010,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,1,1,61,106,83,10,data scientist,Not Specified,1,0,1,0,1,0,0,0,0,1,0,0
2.7,State of Wisconsin Investment Board, WI, WI,51 to 200 employees,1951,Government,Investment Banking & Asset Management,Finance,$50 to $100 million (USD),1,1,91,149,120,69,data scientist,Not Specified,1,0,1,0,0,0,0,0,0,1,1,0
3.9,Genentech, CA, CA,10000+ employees,1976,Subsidiary or Business Segment,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),1,1,127,199,163,44,data scientist,Not Specified,0,0,1,0,1,0,0,0,0,0,0,0
3.4,Blue Cross & Blue Shield of Rhode Island, RI, RI,501 to 1000 employees,1939,Nonprofit Organization,Insurance Carriers,Insurance,Unknown / Non-Applicable,1,1,74,126,100,81,analyst,senior,0,0,1,1,0,0,0,0,0,0,0,0
3.8,Boys Town, NE, NE,1001 to 5000 employees,1917,Nonprofit Organization,Social Assistance,Non-Profit,Unknown / Non-Applicable,3,1,33,72,52,103,data science related jobs,Not Specified,0,0,0,0,1,0,0,0,0,0,0,0
3.6,Tower Health, PA, PA,5001 to 10000 employees,2017,Nonprofit Organization,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,1,1,39,56,47,3,data science related jobs,Not Specified,0,0,0,0,0,0,0,0,0,0,0,0
3.3,The HSC Health Care System, DC, DC,501 to 1000 employees,1883,Nonprofit Organization,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,1,1,37,63,50,137,analyst,Not Specified,0,0,1,0,1,0,0,0,0,0,1,0
3.4,Pro-Sphere Tek, TX, VA,201 to 500 employees,2006,Company - Private,Consulting,Business Services,$50 to $100 million (USD),1,1,67,119,93,14,data engineer,Not Specified,1,0,1,1,0,0,1,0,0,1,1,0
